id,area,en,ka,ru,de,fr,placeholders,ka corrected,ru corrected,de corrected,fr corrected,comment
ge.profit.monthly_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 153(10)","საქართველოს საგადასახადო კოდექსი, მუხლი 153(10)","Налоговый кодекс Грузии, ст. 153(10)","Steuergesetzbuch Georgiens, Art. 153(10)","Code des impôts de Géorgie, art. 153(10)",,,,,,
ge.property.annual_return.title,deadlines,Property tax return and payment,ქონების გადასახადის დეკლარაცია და გადახდა,Декларация и уплата налога на имущество,Vermögensteuererklärung und Zahlung,Déclaration et paiement de l’impôt sur les biens,,,,,,
ge.property.annual_return.description,deadlines,File the annual property tax return (last year's property) and pay the tax.,წარადგინეთ ქონების გადასახადის წლიური დეკლარაცია (გასული წლის ქონებაზე) და გადაიხადეთ გადასახადი.,Подайте годовую декларацию по налогу на имущество (за имущество прошлого года) и уплатите налог.,Reichen Sie die jährliche Vermögensteuererklärung (für das Vermögen des Vorjahres) ein und zahlen Sie die Steuer.,Déposez la déclaration annuelle d’impôt sur les biens (biens de l’année précédente) et payez l’impôt.,,,,,,
ge.property.annual_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 205(2)","საქართველოს საგადასახადო კოდექსი, მუხლი 205(2)","Налоговый кодекс Грузии, ст. 205(2)","Steuergesetzbuch Georgiens, Art. 205(2)","Code des impôts de Géorgie, art. 205(2)",,,,,,
ge.property.current_payment.title,deadlines,Property tax current payment,ქონების გადასახადის მიმდინარე გადახდა,Текущий платёж по налогу на имущество,Vermögensteuer-Vorauszahlung,Acompte d’impôt sur les biens,,,,,,
ge.property.current_payment.description,deadlines,"Pay this year's property tax in advance, equal to last year's annual tax. It can be reduced if you expect the tax to fall by at least 50% and notify the tax authority by 1 June.","გადაიხადეთ მიმდინარე წლის ქონების გადასახადი წინასწარ, გასული წლის წლიური გადასახადის ოდენობით. თუ მოსალოდნელია გადასახადის სულ მცირე 50%-ით შემცირება და 1 ივნისამდე აცნობებთ საგადასახადო ორგანოს, თანხა შეიძლება შემცირდეს.","Уплатите налог на имущество за текущий год авансом — в размере годового налога за прошлый год. Платёж можно уменьшить, если ожидается снижение налога не менее чем на 50% и вы уведомите налоговый орган до 1 июня.","Zahlen Sie die Vermögensteuer des laufenden Jahres im Voraus, in Höhe der Jahressteuer des Vorjahres. Die Zahlung kann verringert werden, wenn Sie einen Rückgang der Steuer um mindestens 50 % erwarten und die Steuerbehörde bis zum 1. Juni informieren.","Payez d’avance l’impôt sur les biens de l’année en cours, à hauteur de l’impôt annuel de l’année précédente. Le montant peut être réduit si vous prévoyez une baisse d’au moins 50 % et que vous en informez l’administration fiscale avant le 1er juin.",,,,,,
ge.property.current_payment.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 205(3)-(4)","საქართველოს საგადასახადო კოდექსი, მუხლი 205(3)-(4)","Налоговый кодекс Грузии, ст. 205(3)-(4)","Steuergesetzbuch Georgiens, Art. 205(3)-(4)","Code des impôts de Géorgie, art. 205(3)-(4)",,,,,,
ge.small_business.monthly_return.title,deadlines,Small business return and payment,მცირე ბიზნესის დეკლარაცია და გადახდა,Декларация и уплата налога малого бизнеса,Kleinunternehmer-Erklärung und Zahlung,Déclaration et paiement de la petite entreprise,,,,,,
ge.small_business.monthly_return.description,deadlines,"File last month's small business return and pay the tax (1%, or 3% after passing GEL 500,000).","წარადგინეთ გასული თვის მცირე ბიზნესის დეკლარაცია და გადაიხადეთ გადასახადი (1%, ან 3% 500 000 ლარის გადაჭარბების შემდეგ).","Подайте декларацию малого бизнеса за прошлый месяц и уплатите налог (1%, или 3% после превышения 500 000 лари).","Reichen Sie die Kleinunternehmer-Erklärung für den Vormonat ein und zahlen Sie die Steuer (1 %, oder 3 % nach Überschreiten von 500.000 GEL).","Déposez la déclaration de petite entreprise du mois précédent et payez l’impôt (1 %, ou 3 % au-delà de 500 000 GEL).",,,,,,
ge.small_business.monthly_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 93(1¹)","საქართველოს საგადასახადო კოდექსი, მუხლი 93(1¹)","Налоговый кодекс Грузии, ст. 93(1¹)","Steuergesetzbuch Georgiens, Art. 93(1¹)","Code des impôts de Géorgie, art. 93(1¹)",,,,,,
ge.micro_business.annual_return.title,deadlines,Micro business annual return,მიკრო ბიზნესის წლიური დეკლარაცია,Годовая декларация микробизнеса,Jahreserklärung für Kleinstunternehmen,Déclaration annuelle de la micro-entreprise,,,,,,
ge.micro_business.annual_return.description,deadlines,"A micro business pays no income tax, but files a return for the previous year before 1 April.","მიკრო ბიზნესი საშემოსავლო გადასახადს არ იხდის, მაგრამ წინა წლის დეკლარაცია 1 აპრილამდე უნდა წარადგინოს.","Микробизнес не платит подоходный налог, но подаёт декларацию за прошлый год до 1 апреля.","Ein Kleinstunternehmen zahlt keine Einkommensteuer, reicht aber vor dem 1. April eine Erklärung für das Vorjahr ein.","Une micro-entreprise ne paie pas d’impôt sur le revenu, mais dépose une déclaration pour l’année précédente avant le 1er avril.",,,,,,
ge.micro_business.annual_return.legal_source.citation,deadlines,"Tax Code of Georgia, Art. 86, 93(1)","საქართველოს საგადასახადო კოდექსი, მუხლები 86, 93(1)","Налоговый кодекс Грузии, ст. 86, 93(1)","Steuergesetzbuch Georgiens, Art. 86, 93(1)","Code des impôts de Géorgie, art. 86, 93(1)",,,,,,
